id,texto,rotulo
952,Basta colocar o número 1 na urna e ela escolhe o candidato pra você vídeo. Uma mulher sentada em cima de uma cama. Uma mulher sentada em cima de uma cama com um cobertor azul. Uma mulher sentada em cima de uma cama com um cobertor branco.,FALSO
588,"Por acaso você elegeu Rodrigo Maia para ser Presidente, 1 Ministro, ou Rei do Brasil Não podemos aceitar o governo paralelo que esse Maia, a esquerda e o centrão estão querendo implantar no País! Nós elegemos Bolsonaro para ser Presidente!. Um homem de terno e gravata parado em um quarto. Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata parado em um quarto.",FALSO
44,Ele [Glenn Greenwald] e seu par sexual David Miranda - PSOL são acusados de atentar contra a segurança pública do Reino Unido.. dois homens de pé lado a lado segurando raquetes de tênis. Um homem e uma mulher de pé ao lado um do outro. dois homens de pé perto um do outro segurando raquetes de tênis.,FALSO
1187,"Fátima Bezerra PT governadora do Rio Grande do Norte, participando de ritual Voodoo com o boneco do presidente Bolsonaro.. um grupo de pessoas sentadas ao redor de uma mesa. um grupo de pessoas sentadas ao redor de uma mesa com comida. um grupo de pessoas sentadas ao redor de uma mesa com pratos de comida.",FALSO
1110,"Se você está com Dengue preste atenção: de acordo com um estudo realizado pela UFMG, o suco feito de inhame carazinho corta os efeitos da Dengue em apenas 4 horas. um prato branco encimado com uma massa ao lado de uma xícara de café. Um prato branco coberto com um donut coberto de chocolate. um prato branco encimado com uma massa e uma xícara de café.",FALSO
1230,"Sabem aquelas fotos dos caixões enfileirados como sendo de mortos pelo covid na Itália Pois é amigos, peço que vão até o Google e digitem no campo de pesquisa: Naufrágio de Lampedusa... Vejam por vcs mesmos! E vc sendo enganado mais uma vez pela globo lix. um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé lado a lado na frente de um prédio. um grupo de pessoas de pé ao lado uma da outra em uma sala.",FALSO
758,"Ministra Damares cancela pagamento de 2.000 anistiados, entre eles FHC, Lula, Chico Buarque, Gilberto Gil. A farra acabou! Tchau, queridos!. Um homem segurando uma raquete de tênis na mão. Um homem segurando uma raquete de tênis nas mãos. Um homem segurando uma raquete de tênis na mão.",FALSO
849,"O príncipe saudí Kahtani, 51 anos, com sua esposa Nawaf de 6 anos de idade. Arábia preside comissão de direitos humanos da ONU!. Um homem e uma mulher de pé ao lado um do outro. um homem e uma mulher estão em pé ao lado um do outro. um homem e uma mulher em um vestido de casamento.",FALSO
2149,O Washington Post confirma a origem do paciente zero do coronavírus: ele era funcionário do famoso laboratório de virologia da cidade chinesa de Wuhan. um homem parado na cozinha preparando comida. Um homem parado na cozinha perto da pia. um homem parado na cozinha ao lado de um balcão.,FALSO
1234,"Insisto que a quarentena aumenta os casos do coronavírus. A curva da epidemia nos países que a adotaram mostra isso veja a curva do contágio na Itália,a linha verde marca início de quarentena radical. Isso pq  o contágio se transfere da rua para dentro de. Um homem de terno e gravata segurando um microfone. Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata segurando um microfone.",FALSO
86,"Deu no Charlie Hebdo: Um mar de corrupção! Não adianta mais processar ninguém, o fuxico já se espalhou pelo mundo! A não ser que o STF queira bloquear o mundo inteiro!. um homem está segurando uma caixa de rosquinhas. um homem está segurando uma caixa de rosquinhas. um homem está segurando uma caixa de rosquinhas.",FALSO
158,"Pedi com os olhos cheios de lágrimas para o Ministro da Agricultura o envio de veterinários para cuidar dos animais que estavam sendo esquecidos, ele disponibilizou cerca de 100 médicos veterinários que já estão em Brumadinho dando auxílio .... um grupo de pessoas de pé ao redor de uma vaca. um grupo de pessoas paradas ao lado de uma vaca. Um homem de pé ao lado de uma vaca em uma caneta.",FALSO
708,"Assassino foi descoberto! Não é PM, não é branco.  ligado ao TRFICO. A Mídia não fala mais de Marielle. Por que Marielle foi morta por Thiago Macaco, negro, de origem pobre e bandido. Onde está o branco racista, policial e homofóbico que a esquerda e a Gl. uma jovem usando chapéu e óculos escuros. Uma mulher usando chapéu e chapéu. uma jovem garota usando chapéu e chapéu.",FALSO
162,"Existem rumores de que a renúncia ao mandato do deputado federal Jean wyllys nada tem a ver com as falsas ameaças de morte que o deputado anunciou em entrevista. A verdade é que: as investigações da PF encontraram provas robustas de desvios que ultrapassa. Um homem de terno e gravata segurando um microfone. Um homem de terno e gravata segurando um microfone, um homem de terno e gravata segurando um celular.",FALSO
1667,"Chá de limão com alho e jambu está matando os sintomas do coronavírus. Muitas pessoas ficaram boas sem precisar ir para o hospital, porque lá é pior. Deus está curando muita gente através desse chá. Quem não quiser morrer e só fazer esse chá, e tomar morn. a close up of a flower in a vase a close up of a vase with flowers in it a close of a flower in a vase on a table.",FALSO
181,A esposa do Mourão foi muito criticada pelo vestido dela! Segue o currículo dela!. um perto de um teclado e um mouse um perto de um teclado e um monitor um close de um jogador de beisebol com um taco.,FALSO
185,"Numa rara fotografia, a imagem do herói de guerra cubano Che Guevara em batalha, lutando ferozmente contra um inimnigo muito superior e armado até os dentes. Ele saiu vitorioso. Só para lembrar que foi na revolução comunista que implantou a democracia em . um grupo de homens de pé ao lado um do outro. Um grupo de homens de pé ao lado um do outro em um campo. uma foto em preto e branco de um grupo de pessoas.",FALSO
194,Príncipe Harry fez questão de conhecer Fernando Haddad e enviou uma carta ao presidente Lula. um grupo de homens de pé ao lado um do outro. um grupo de pessoas de pé lado a lado. um grupo de homens de pé ao lado um do outro em uma sala.,FALSO
198,"Você sabia que 2% de toda arrecadação do veículo do Mercosul será destinado para a Entidade Internacional do Mercosul a RENAC, você sabe o que é a RENAC   RENAC é Reconstrucción Nacional de Cuba.. Um par de sinais que estão em um poste. Um par de sinais que estão em um poste um par de sinais que estão em cima de um poste.",FALSO
1921,OLHA ESSA IMAGEM QUE ABSURDO TIRADA ONTEM NO GINASIO DO IBIRAPUERA COMPLEXO PARA INFECTADOS POR COVID19 OLHA COMO ESTA LOTADO QUE OS MDICOS E ENFERMEIROS NEM SABEM O QUE FAZER. um grupo de pessoas de pé em uma sala. um grupo de pessoas de pé em um quarto ao lado de uma cama. um grupo de pessoas de pé em um quarto com bagagem.,FALSO
663,Documento do Wikileaks revela que Globo repassou à Unesco apenas 10% do que arrecadou com o Criança Esperança. Uma fileira de pranchetas sobre uma mesa. Um monte de pranchetas de surfe em uma mesa. Uma fileira de pranchetas sobre um rack.,FALSO
873,"A Comissão de Direitos Humanos de Minas Gerais ... conseguiu autorizar a prisão do estudante de 21 anos que reagiu a um assalto com arma de brinquedo e espancou o bandido. ... De acordo com a presidente da Comissão, Gizelle Rosário Leitte, o jovem agiu co. um grupo de pessoas de pé no topo de uma quadra de tênis. Um grupo de pessoas andando pela rua. Um grupo de pessoas de pé em cima de uma encosta coberta de neve.",FALSO
1128,"Caminhões militares estão carregando corpos em Bergamo, para prosseguir com o processo de cremação.. uma rua da cidade cheia de muito trânsito. uma rua da cidade cheia de muito tráfego perto de prédios altos. uma rua da cidade cheia de tráfego e tráfego.",VERDADEIRO
1218,Pesquisadores da USP desenvolvem ventilador pulmonar de baixo custo - TNH1. uma tesoura pousada em cima de uma mesa. uma tesoura bem em cima de uma mesa.,VERDADEIRO
1245, Certificado digital do Banco Inter é revogado após chave vazar na web. uma colagem de fotos de uma pessoa segurando um celular uma colagem de fotos de um homem segurando um celular uma colagem de fotos de um homem segurando um celular.,VERDADEIRO
1247," Pesquisador acha 5 mil roteadores de internet sem senha no Brasil. uma tesoura pousada em cima de uma mesa. uma tesoura em cima de uma mesa, uma tesoura em cima de uma mesa.",VERDADEIRO
1251, Opera Touch: conheça o novo navegador de internet para dispositivos móveis pode ser usado só com uma mão. a close up of a nintendo wii remota um close-up de um nintendo wii controle remoto um close-up de um nintendo wii.,VERDADEIRO
1253, Android: clicar sobre o link do esquilo faz com que seja instalado um vírus perigoso no celular. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos uma pessoa segurando um celular em suas mãos.,VERDADEIRO
1254, Provedor que derrubou site nazista pode ser julgado por pirataria. um par de tesouras bem perto de uma pessoa segurando uma tesoura perto de uma pessoa segurando uma raquete de tênis..,VERDADEIRO
1257, Aplicativo Signal sofre bloqueio após mudanças do Google e da Amazon. a close-up de um sinal de pare com um fundo do céu um ponteiro de uma placa de rua com um fundo de céu próximo de um sinal de parada com um adesivo sobre ele.,VERDADEIRO
1263, Saber quem visita perfil no Facebook e segurança do Android: pacotão. a close up de uma placa de rua com um céu fundo perto de uma placa de rua em um poste de uma placa de rua com árvores ao fundo.,VERDADEIRO
1264, Golpe do Bolsa Família atrai 600 mil vítimas no WhatsApp. um close-up de uma pessoa segurando um wii controle remoto um perto de uma pessoa segurando um wii Nintendo remota um perto de uma pessoa segurando um frisbee branco.,VERDADEIRO
1265, Grasshopper: conheça o game interativo que ensina a programar no celular. a close-up de uma pessoa segurando um celular um perto de um nintendo wii remota um close-up de um nintendo wii controle de jogo.,VERDADEIRO
1267," Facebook: saiba como denunciar ofensas e abusos ocorridos na rede social. uma mulher de camisa azul está segurando um frisbee branco, uma mulher de camisa azul, segurando uma gravata azul e branca que uma mulher de camisa azul está segurando uma gravata branca e azul.",VERDADEIRO
1272, Windows 10 Timeline: saiba como usar a nova ferramenta que simplifica o gerenciamento da rea de Trabalho. um laptop sentado em cima de uma mesa. um laptop sentado em cima de uma mesa de madeira. um laptop sentado em cima de uma mesa.,VERDADEIRO
1274, Cloudflare: como acelerar a navegação na internet no celular usando novo DNS público. Um sinal de parada vermelha sentado no lado de uma estrada. Um sinal de parada com um adesivo em cima um sinal vermelho de parada em cima de um poste de metal.,VERDADEIRO
1276, AMD lança nova atualização para corrigir falha Spectre. Um sinal de parada vermelha sentado no lado de uma estrada. Um sinal de parada vermelha sentado em cima de um poste de metal. Uma placa vermelha de parada sentada no topo de uma rua coberta de neve.,VERDADEIRO
1278, Facebook lança ferramenta de remoção de aplicativos em massa; veja. um close de uma pessoa segurando um telefone celular um close-up de uma pessoa segurando um par de tesouras perto de um sinal de parada com fundo de céu.,VERDADEIRO
1279," Grande ameaça hacker de 2017, vírus de resgate estão em declínio. uma colagem de fotos de um homem segurando um frisbee. uma colagem de fotos de um homem segurando um frisbee um grupo de pessoas ao redor de uma mesa com um laptop.",VERDADEIRO
1284,Unicamp divulga calendário de datas do vestibular 2021 e outras modalidades de ingresso. um grupo de pessoas sentadas ao redor de uma mesa. um grupo de pessoas sentadas ao redor de uma mesa comendo comida. um grupo de pessoas sentadas ao redor de uma mesa com comida.,VERDADEIRO
1285,"MEC autoriza antecipar formatura em medicina, enfermagem, farmácia e fisioterapia devido à pandemia do coronavírus. uma mulher está segurando um celular em sua mão. uma mulher de camisa branca está segurando um celular uma mulher está segurando um celular na mão.",VERDADEIRO
1287,Universidades federais da Zona da Mata e Vertentes adotam medidas orçamentárias para pesquisas da Covid-19. um perto de uma pessoa segurando um Nintendo wii remota um perto de um pincel dentário em uma mesa perto de uma pessoa segurando um controle remoto.,VERDADEIRO
1290,"MEC abre cadastro para estudantes de medicina, enfermagem, farmácia e fisioterapia atuarem no combate ao coronavírus. um grupo de pessoas de pé em uma cozinha. um grupo de pessoas na cozinha preparando comida. um grupo de pessoas em volta de uma cozinha.",VERDADEIRO
1294,Coronavírus: Unicamp começa testes rápidos com resultados em até 48h para diagnóstico da Covid-19. Um homem de terno e gravata segurando um copo de vinho. Um homem de terno e gravata segurando um drink. Um homem de terno e gravata segurando um drink.,VERDADEIRO
1298,Coronavírus: Unicamp é credenciada e negocia com estado para realizar até 180 mil testes. um homem de camisa branca está segurando um snowboard um homem de camisa branca e gravata em pé em um quarto. Um homem de camisa branca está segurando uma prancha de neve.,VERDADEIRO
1300,"Bolsonaro suspende obrigatoriedade de dias mínimos do ano letivo, mas mantém carga horária em meio à pandemia do coronavírus. Um homem de terno e gravata está sorrindo. Um homem de terno e gravata olhando para a câmera. Um homem de terno e gravata olhando para a câmera.",VERDADEIRO
1301,Enem em tempos de pandemia: o que muda na preparação dos jovens para a prova de 2020. um homem sentado a uma mesa com um laptop. um homem sentado a uma mesa com um laptop. Uma pessoa sentada à mesa com um laptop.,VERDADEIRO
1308,"Mães sobrecarregadas, jovens ainda nas ruas: os desafios da quarentena para crianças em regiões carentes. Um garoto está brincando com uma bola na calçada. um jovem garoto está brincando com uma bola na calçada. um jovem garoto está brincando com uma bola em um parque.",VERDADEIRO
1310,Unicamp abre inscrições para bolsas de iniciação científica e tecnológica; veja como participar. um grande relógio no lado de um prédio. um grande prédio com um relógio em cima um grande relógio na lateral de um prédio alto.,VERDADEIRO
1311,Coronavírus: pesquisadores da Unifesp doam para hospitais máscaras feitas em impressora 3D. uma mulher de camisa branca e gravata vermelha uma mulher de camisa branca e gravata preta uma mulher de camisa branca e gravata preta.,VERDADEIRO
1312,Universidades públicas suspendem aulas virtuais em meio ao coronavírus; particulares se mobilizam contra redução de mensalidades. um grupo de pessoas do lado de fora de um prédio. um grupo de pessoas de pé na frente de um prédio. um grupo de pessoas de pé na frente de um prédio alto.,VERDADEIRO
1316,Desenho e pintura para crianças: 10 dicas de atividades para fazer em casa na quarentena. uma pessoa cortando um bolo com uma faca. um homem cortando um bolo com uma faca. uma pessoa cortando um bolo com uma faca.,VERDADEIRO
1317,Como montar um plano de estudos para as crianças que seja adequado à rotina de isolamento por causa do coronavírus. uma garotinha sentada na frente de um laptop. uma garotinha sentada à mesa com um laptop. uma garotinha sentada em uma mesa com um laptop.,VERDADEIRO
1318,"Estados vão manter aulas suspensas para frear transmissão do novo coronavírus, diz entidade. um grupo de pessoas em volta de uma cozinha. um grupo de pessoas ao redor de uma mesa. um grupo de pessoas ao redor de uma mesa com comida.",VERDADEIRO
1319,UFJF suspende calendário acadêmico de 2020 por tempo indeterminado após coronavírus. um grande prédio com uma grande torre de relógio. Um grande prédio com uma torre de relógio em cima. um grande prédio com uma torre de relógio no topo.,VERDADEIRO
1323,Absurdo total: cientistas condenam teoria espalhada na internet de que 5G transmite coronavírus. Uma pessoa segurando um celular em suas mãos. Uma mulher segurando um celular na mão. Uma pessoa segurando um celular em suas mãos.,VERDADEIRO
1325,"Precisamos entender que fazemos parte de um grande ecossistema, diz empresário por trás do Não Demita!. Um homem de terno e gravata está sorrindo. Um homem de terno e gravata sorri, um homem de terno e gravata de pé em um quarto.",VERDADEIRO
1326,"Como será feito o pagamento do auxílio emergencial de R$ 600. uma colagem de fotos de um homem segurando um frisbee. uma colagem de fotos de uma pessoa segurando um frisbee, uma colagem de fotos de um homem segurando um frisbee.",VERDADEIRO
1328,China ultrapassa EUA e se torna campeã de pedidos internacionais de patentes. um prédio com um relógio na lateral de um prédio com um relógio na lateral. Um prédio com um grande relógio na lateral.,VERDADEIRO
1334,Gol suspende projeções e manterá maior parte da frota em terra até maio. Um grande jato sentado em cima de uma passarela de aeroporto. Um grande Delineador sentado em cima de um aeroporto. Um grande jato passageiro sentado no topo de uma passarela de aeroporto.,VERDADEIRO
1338,Caixa lança site e aplicativo para solicitar auxílio emergencial de R$ 600. um laptop sentado em cima de uma mesa. Um laptop colocado em cima de uma caixa. um laptop sentado em cima de uma mesa de madeira.,VERDADEIRO
1340,Japão declara emergência por coronavírus e aprova estímulo de quase US$ 1 trilhão. Um homem de terno e gravata está sorrindo. Um homem de terno e gravata parado em um quarto. Um homem de terno e gravata está sorrindo.,VERDADEIRO
1343,WhatsApp limita reenvio de mensagens a 1 destinatário por vez em meio à crise do novo coronavírus. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos.,VERDADEIRO
1350,"Suspensão de contrato e redução de salário têm efeito após manifestação de sindicatos, decide ministro. Um homem de terno e gravata está sorrindo. Um homem de terno e gravata parado em um quarto. Um homem de terno e gravata está sorrindo.",VERDADEIRO
1360,Canadá e EUA encaram perdas em safras por falta de mão de obra estrangeira. Um grupo de pessoas no topo de um campo verde exuberante. Um grupo de pessoas de pé em um campo verde exuberante. Um grupo de pessoas de pé em cima de um campo coberto de grama.,VERDADEIRO
1379,Casal brasileiro na Namíbia faz apelo: Não nos deixem para trás. um homem e uma mulher sentados a uma mesa com pratos de comida. um homem e uma mulher sentados a uma mesa com um prato de comida. um homem e uma mulher estão sentados em uma mesa com um bolo.,VERDADEIRO
1380,Ministério da Saúde define novas orientações sobre distanciamento social. Uma mulher sentada em um banco na rua. Uma mulher sentada em um banco na frente de um prédio. Uma mulher sentada em um banco na rua.,VERDADEIRO
1382,Temos de usar sacos de lixo na cabeça: médicos britânicos improvisam no combate ao coronavírus. uma mulher está sentada no chão com um animal de pelúcia. uma mulher está sentada no chão com um animal de pelúcia. uma mulher está sentada no chão com um animal de pelúcia.,VERDADEIRO
1394,Justiça manda Inep ampliar prazo para isenção de taxa de inscrição e adequar cronograma do Enem. um livro e um livro sobre uma mesa. um livro está sobre um livro. um livro está sobre um livro.,VERDADEIRO
1395,Estudo em parceria com a Unesp de Botucatu prevê pandemia mais forte no interior de SP em três semanas. Um homem de terno e gravata está sorrindo. Um homem de terno e gravata parado em um quarto. Um homem de terno e gravata está sorrindo.,VERDADEIRO
1398,"Presidente do CNPq, João Luiz Filgueiras de Azevedo é exonerado. um homem sentado na frente de um laptop. um homem sentado a uma mesa com um laptop. um homem sentado a uma mesa com um laptop.",VERDADEIRO
1400,Defensoria pede que data do Enem 2020 seja alterada por causa da pandemia de coronavírus. Uma pessoa segurando um celular em suas mãos. um livro está sobre um livro. um livro está sobre um livro.,VERDADEIRO
1404,Jovens sem estrutura para estudar em casa temem por desvantagem no Enem: Atrapalhou tudo. Uma mulher segurando um remoto wii em suas mãos. Uma mulher segurando um remoto wii em sua mão. Uma mulher segurando um remoto wii em suas mãos.,VERDADEIRO
1405,PGR pede ao STF inquérito para investigar Weintraub por suposto racismo contra chineses. Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata olhando para a câmera. Um homem de terno e gravata olhando para a câmera.,VERDADEIRO
1407,Enem 2020: prazo para pedir isenção na taxa de inscrição e justificar ausência termina nesta sexta; veja como solicitar. um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé perto um do outro em uma encosta coberta de neve. um grupo de pessoas de pé lado a lado na frente de um prédio.,VERDADEIRO
1410,Coronavírus: Justiça aceita pedido do MPF e direciona R$ 1 milhão de delação premiada para Unicamp. uma cozinha com uma mesa e cadeiras em uma cozinha com muitas cadeiras e uma mesa uma cozinha com uma mesa e cadeiras e uma mesa.,VERDADEIRO
