id,rotulo,texto
21,FALSO,a picture of a man holding a sign . a picture of a sign that reads `` <UNK> '' . a picture of a sign that says `` <UNK> '' .
22,FALSO,a man in a suit and tie standing in front of a building . a man in a suit and tie standing next to a building . a man in a suit and tie standing in front of a store .
23,FALSO,a red and white fire hydrant sitting on top of a table . a red and white fire hydrant sitting on the side of a road . a red and white fire hydrant sitting on a table .
24,VERDADE,a man riding a snowboard down a snow covered slope . a person on a snowboard in the snow . a person on a snowboard on a snowy hill .
25,VERDADE,a car is parked on the side of the road . a car is parked on the side of the street . a car is parked on the side of a road .
26,FALSO,a person riding a horse on a track a person on a horse jumping over a hurdle . a person on a horse jumping over a fence .
27,VERDADE,a bowl of cereal and a banana on a table . a bowl of cereal with a spoon in it . a bowl of cereal and a banana on a table
28,FALSO,a woman is holding a glass of wine . a woman holding a glass of wine in her hand . a woman is holding a glass of wine in her hand .
29,VERDADE,a sign that is on the side of a building . a sign that is on the side of a road . a sign that is on the side of a street .
30,VERDADE,a soccer player is kicking a soccer ball . a soccer player is kicking a soccer ball a soccer player is kicking a ball on the field .
31,VERDADE,a person holding a half eaten apple in their hand . a person holding a half eaten doughnut in their hands . a person holding a half eaten doughnut in their hand .
32,VERDADE,a group of stuffed animals sitting next to each other . a group of stuffed animals sitting on top of a bed . a group of stuffed animals sitting on top of a table .
33,VERDADE,a pair of scissors sitting on top of a table . a close up of a pair of scissors a pair of scissors sitting on top of a piece of paper .
34,VERDADE,a book shelf filled with lots of books . a book shelf filled with books and a clock . a book shelf filled with books next to a clock .
35,VERDADE,a black and white photo of a street sign a black and white photo of a street sign . a black and white picture of a street sign .
36,FALSO,a close up of a person holding a pair of scissors a close up of a person wearing a helmet a close up of a person holding a pair of scissors in their hand
37,VERDADE,a cup of coffee sitting on top of a table . a cup of coffee sitting on a table next to a keyboard . a cup of coffee sitting on top of a table next to a keyboard .
39,VERDADE,a group of people sitting on a bench . a group of people sitting on a park bench . a group of people sitting on a bench
40,VERDADE,a sign that is on the side of a building . a sign that is on the side of a wall . a sign that is on the side of a street .
41,VERDADE,a man and a woman sitting on a couch . a man and a woman are sitting on a couch . a man and a woman sitting on a couch
42,VERDADE,a cup of coffee sitting on top of a table . a cup of coffee sitting on a table next to a cup of coffee . a cup of coffee sitting on top of a table next to a cup .
43,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie is smiling
45,VERDADE,a close up of a cat on a ground a close up of a cat on a street a close up of a black and white cat on a street .
46,FALSO,a sign that is on the side of a building . a sign that is on the side of a pole . a sign that is on the side of a wall .
47,FALSO,a man standing on a tennis court holding a racquet . a man standing on top of a tennis court holding a racquet . a man standing on a tennis court holding a tennis racquet .
48,FALSO,a man in a suit and tie is smiling . a man in a suit and tie is smiling a man in a suit and tie is smiling for the camera .
49,FALSO,a woman wearing a tie and a hat . a woman wearing a tie and a hat a woman wearing a red tie and a black hat .
50,VERDADE,a cup of coffee sitting on top of a table . a cup of coffee sitting on top of a table next to a cup . a cup of coffee sitting on a table next to a cup .
51,VERDADE,a group of people sitting at a table with laptops . a group of people sitting around a laptop computer . a group of people sitting around a table with laptops .
52,FALSO,a close up of a vase with flowers in it a close up of a vase with a flower in it a close up of a vase with a flower inside of it
53,FALSO,a bunch of different types of fruit on a table . a bunch of different kinds of fruit on a table . a bunch of different types of fruit sitting on a table .
54,VERDADE,a woman in a red jacket holding a white teddy bear . a woman in a red jacket holding a pink teddy bear . a woman in a red jacket holding a pink umbrella .
55,VERDADE,a close up of a person holding a pair of scissors a close up of a stuffed animal on a table a close up of a person holding a pair of skis
56,FALSO,a man in a suit and tie standing in a room . a man in a suit and tie looking at the camera a man in a suit and tie looking at the camera .
57,FALSO,a black and white photo of a man in a suit and tie a black and white photo of a man in a suit a black and white photo of a man in a suit .
58,VERDADE,a cat that is laying down on the ground . a cat that is laying down on a bench . a cat that is laying down on a wooden bench .
59,VERDADE,a man standing in front of a christmas tree . a man standing in front of a christmas tree a man standing in front of a building holding a snowboard .
60,FALSO,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie is smiling
61,VERDADE,a young boy wearing a tie and a shirt . a young boy wearing a tie and a tie . a young boy wearing a tie and a red shirt .
62,FALSO,a couple of people that are sitting on a bench a couple of people that are sitting on a bench . a man and a woman standing next to each other .
63,VERDADE,a group of people standing around a luggage carousel . a group of people sitting in a room . a group of people standing around a luggage carousel at an airport .
64,VERDADE,a group of people sitting around a table . a group of people sitting at a table with laptops . a group of people sitting at a table with a laptop .
65,VERDADE,a man wearing a tie and a hat . a man wearing a tie and a shirt . a man wearing a tie and a hat
66,FALSO,a television set is on a stand in a room . a television screen with a picture of a man on it . a television screen with a picture of a cat on it .
67,FALSO,a bathroom sink with a toothbrush and toothpaste . a bathroom sink with a toothbrush and toothpaste on it . a bathroom sink with a toothbrush and toothpaste
68,FALSO,a group of men standing next to each other . a black and white photo of a group of people . a black and white photo of a group of people
69,FALSO,a rear view mirror on a car 's side view mirror . a rear view mirror on a car 's side view mirror a rear view mirror on a car with a dog in the back seat .
70,VERDADE,a close up of a pair of scissors a pair of scissors sitting on top of a table . a close up of a pair of scissors on a table
71,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie holding a beer . a man in a suit and tie is smiling
72,FALSO,a woman standing in a room with a remote . a woman standing in a room holding a wii controller . a woman standing in a room holding a wii remote .
73,FALSO,a woman in a white shirt holding a glass of wine . a woman in a white shirt and black tie a woman in a white shirt and a black hat
74,FALSO,a close up of a person holding a <UNK> a close up of a person wearing a suit and tie a close up of a person holding a tennis racket
75,VERDADE,a display case filled with lots of different flavored donuts . a display case filled with lots of different types of donuts . a display case filled with lots of different types of doughnuts .
76,FALSO,a group of people standing next to each other . a group of people standing next to each other in front of a building . a group of people standing next to each other in front of a sign .
77,VERDADE,a sign that is on the side of a building . a sign that is on the side of a wall . a sign that is on the side of a building
78,VERDADE,a group of people standing next to each other . a group of people standing around a dog . a group of people standing next to a dog .
79,VERDADE,a bunch of cars that are parked in a lot a bunch of cars are parked in a lot a bunch of cars that are on a road
80,VERDADE,a person holding a skateboard on a sidewalk . a person holding a frisbee in a parking lot . a person holding a frisbee on a street .
81,FALSO,a man wearing a tie and a hat . a man wearing a tie and a shirt . a man wearing a tie and a hat
82,VERDADE,a group of people standing next to a clock . a group of people standing next to a large clock . a group of people standing next to each other on a street .
83,FALSO,a picture of a sign that reads `` <UNK> '' . a picture of a sign that says `` <UNK> '' . a picture of a sign that reads `` <UNK> ''
84,VERDADE,a polar bear is sitting in the water . a polar bear is sitting in a car . a polar bear is sitting in a car
85,FALSO,a man sitting on a couch with a laptop . a man sitting on a couch with a cat on his lap . a man sitting on a couch with a laptop in his lap .
86,FALSO,a statue of a man standing next to a fire hydrant . a statue of a man standing next to a fire hydrant a statue of a man standing next to a red fire hydrant .
87,FALSO,a close up of a street sign with a sky background a close up of a street sign with a building in the background a close up of a sign that says <UNK>
88,VERDADE,a close up of a stop sign with a sky background a close up of a street sign with a sky background a close up of a stop sign on a street
89,VERDADE,a person holding a pair of scissors in their hands . a person holding a pair of scissors in their hand . a woman is holding a pair of scissors .
90,VERDADE,a close up of a person holding a frisbee a close up of a stop sign with a sky background a red stop sign sitting on top of a green field .
91,VERDADE,a woman in a green shirt and a red tie a woman in a green shirt and a black hat a woman in a green shirt and black pants is holding a white frisbee .
92,FALSO,a man in a suit and tie holding a microphone . a man in a suit and tie holding a microphone a man in a suit and tie is holding a microphone .
93,VERDADE,a man is sitting at a table with a pizza . a man is holding a large piece of pizza a man is sitting at a table with a box of pizza .
94,FALSO,a man riding on the back of a brown horse . a man riding on the back of a white horse . a man riding on the back of a horse .
95,FALSO,a group of people standing on top of a lush green field . a group of people standing on top of a green field . a group of people standing on top of a field flying kites .
96,VERDADE,a woman standing in front of a store front . a woman standing in front of a building with a sign . a woman standing in front of a store with a sign on it .
97,FALSO,a person holding a surf board on a beach a person holding a surf board near a body of water a person holding a surf board on a beach .
98,VERDADE,a wooden bench sitting in front of a building . a wooden bench sitting in front of a wooden fence . a wooden bench sitting in front of a building
99,FALSO,a couple of men standing next to each other . a couple of men standing next to each other on a snow covered slope . a couple of men standing next to each other on a mountain .
100,FALSO,a sign that reads `` <UNK> '' on a wall . a sign that says `` <UNK> '' on it 's side . a sign that says `` <UNK> '' on a wall .
101,FALSO,a woman in a red jacket is holding a camera . a woman in a red jacket is holding a pair of skis . a woman in a red jacket and a red tie .
102,FALSO,a blue and white wedding cake with white frosting . a blue and white wedding cake with a flower on it . a blue and white wedding cake with a flower on top .
103,VERDADE,a man and a woman standing next to each other . a man and a woman standing in a kitchen . a man and a woman standing next to each other in a kitchen .
104,FALSO,a chocolate cake with strawberries on a plate . a chocolate cake with strawberries on top of it . a white plate with a piece of cake on it .
105,FALSO,a young boy riding a skateboard down a street . a young boy riding a skateboard down a sidewalk . a young boy riding a skateboard on a sidewalk .
106,FALSO,a woman holding a donut in her hands . a woman holding a donut in her hand . a woman holding a donut in her hands
107,FALSO,a group of people sitting around a table . a group of people sitting around a table together . a group of people sitting on a bench .
108,FALSO,a sign that is on the side of a road . a sign that is on the side of the road . a sign that is on the side of a hill .
109,FALSO,a man and a woman standing next to each other . a man and woman standing next to each other . a man and woman standing next to each other in a store .
110,FALSO,a black and white photo of a baseball player . a black and white photo of a baseball player a black and white photo of a man with a baseball bat .
111,FALSO,a group of women standing next to each other . a group of people standing next to each other . a group of people standing around each other .
112,FALSO,a man standing in front of a microphone . a man in a suit and tie holding a microphone . a man in a suit and tie holding a microphone
113,FALSO,a black and white cat laying on top of a grass covered field . a black and white dog laying on top of a green field . a black and white cat laying on top of a green field .
114,VERDADE,a picture of a man in a suit and tie . a picture of a man in a suit and tie a collage of photos with a sign and a clock
115,VERDADE,a close up of a stop sign with a sky background a close up of a stop sign with a sign on it a close up of a stop sign with a sign
116,FALSO,a man in a suit is holding a cell phone . a man in a suit and tie holding a cell phone . a man in a suit and tie holding a cell phone
117,VERDADE,a man sitting in front of a laptop computer . a man sitting at a table with a laptop . a man sitting at a table with a laptop computer .
118,VERDADE,a close up of a toilet with a mirror a close up of a mirror with a reflection in it a close up of a mirror with a reflection in a mirror
119,FALSO,a sign that says `` <UNK> '' on the side of a building . a sign that says `` <UNK> '' on the side of it . a sign that says `` <UNK> '' on the side of the building .
120,VERDADE,a large black bear standing next to a tree . a large black bear sitting on top of a rock . a large black bear sitting on top of a wooden fence .
121,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie holding a microphone . a man in a suit and tie is smiling
122,VERDADE,a group of people standing on top of a dirt field . a group of people standing on top of a sandy beach . a group of people standing on top of a grass covered field .
123,FALSO,a person holding a pair of scissors in their hands . a man holding a pair of scissors in his hands . a person holding a pair of scissors in their hands
124,VERDADE,a bunch of different types of fruit on a table . a bunch of different types of fruit sitting on a table . a bunch of different types of fruit on a table
125,FALSO,a black and white photo of a sign that says <UNK> . a black and white photo of a sign that says <UNK> a black and white photo of a sign that says `` <UNK> '' .
126,FALSO,a group of people sitting around a table . a group of people standing around a table . a group of people sitting around a table with food .
127,VERDADE,a bunch of kites that are in the air . a bunch of kites that are flying in the air . a bunch of kites that are in the sky .
128,VERDADE,a young boy is sitting on a skateboard . a young boy is sitting on a skateboard a young boy sitting on a chair in a room .
129,VERDADE,a bag of luggage sitting on top of a bed . a bag of luggage sitting on the floor . a bag of luggage sitting on top of a floor .
130,FALSO,a cake shaped like a teddy bear on a table . a cake shaped like a teddy bear on a table a cake shaped like a teddy bear on top of a table .
131,VERDADE,a black and white photo of a street sign a black and white photo of a street sign . a black and white picture of a street sign .
132,VERDADE,a large grassy field with mountains in the background . a large grassy field with mountains in the background a large grassy field with mountains in the distance .
133,VERDADE,a pair of scissors are on the ground . a pair of scissors on a table in front of a building . a pair of scissors on a table in front of a building
134,VERDADE,a woman holding a teddy bear in her right hand . a woman holding a teddy bear in her hands . a woman holding a teddy bear in front of a mirror .
135,VERDADE,a baseball player holding a bat on a field . a baseball player holding a bat on top of a field . a man holding a baseball bat in front of a crowd .
136,FALSO,a group of men standing next to each other . two men standing next to each other in a room . two men standing next to each other in front of a mirror .
137,VERDADE,a man and woman standing next to each other . a man and a woman standing next to each other . a man and woman standing next to each other on a street .
138,VERDADE,a laptop computer sitting on top of a desk . a laptop computer sitting on top of a wooden desk . an open laptop computer sitting on top of a wooden desk .
139,VERDADE,a car is parked on the side of the road . a car parked on the side of the road . a car is parked on the side of the street .
140,FALSO,a man sitting on top of a pile of luggage . a man sitting on top of a bed with a snowboard . a man sitting on top of a bed next to a snowboard .
141,FALSO,a man in a suit and tie holding a sign . a man in a suit and tie holding up a sign . a man in a suit and tie holding a sign
142,VERDADE,a man sitting in a chair with a hat on . a man sitting on a couch with a laptop . a man sitting on a couch with a hat on .
143,VERDADE,a white toilet sitting next to a bathroom sink . a bathroom with a toilet and a sink a bathroom with a toilet and a sink .
144,FALSO,a stop sign that has a sticker on it . a stop sign that has a sticker on it a stop sign with graffiti on it next to a building .
145,VERDADE,a person holding a cell phone in their hand . a person holding a cell phone in their hand a person holding a cell phone in their hands .
146,VERDADE,a large building with a clock on the front of it . a large building with a clock on it a large building with a clock on the top of it .
147,VERDADE,a view of a city skyline at night . a view of a city skyline from a plane . a view of a city skyline at night
148,VERDADE,a man in a suit and tie standing next to another man . a man in a suit and tie standing next to a woman . a man in a suit and tie in a suit
149,VERDADE,a group of people standing in front of a clock . a group of people standing in front of a building . a group of people standing in front of a clock
150,FALSO,a woman holding a cell phone up to her ear . a woman holding a cell phone in her hand . a woman holding a cell phone up to her ear
151,VERDADE,a train with a person on top of it a train with a person on the back of it a train with a person on top of it .
152,FALSO,a man in a suit and tie is smiling . a man in a suit and tie is smiling a man in a suit and tie is smiling for the camera .
154,VERDADE,a cutting board with a knife and a knife . a cutting board topped with a cut in half sandwich . a cutting board with a knife and a knife
155,VERDADE,a row of wooden benches sitting next to each other . a row of wooden benches sitting next to each other in a room . a row of wooden benches sitting next to each other in front of a building .
157,VERDADE,a group of people standing next to each other . a group of people posing for a picture . a man and a woman posing for a picture .
158,VERDADE,a black and white photo of a bathroom a black and white photo of a small bathroom a black and white photo of a bathroom with a toilet
159,VERDADE,a person cutting a cake with a knife . a person cutting a cake with a knife a person cutting a piece of cake with a knife .
160,VERDADE,a group of people sitting around a table . a group of people sitting around a table with food . a group of people sitting at a table with food .
161,VERDADE,a group of people standing in front of a building . a crowd of people standing in front of a tall building . a group of people standing in front of a store .
162,VERDADE,a group of people riding bikes down a street . a group of people riding motorcycles down a street . a group of people standing around a motorcycle .
163,VERDADE,a white vase with flowers on top of it . a white vase with flowers on top of it a white vase with flowers on it sitting on a table .
164,VERDADE,a black and white dog laying on top of a bed . a black and white dog laying on a bed . a black and white dog laying on top of a blanket .
165,VERDADE,a person holding a cell phone in their hand . a person is holding a bottle of wine . a person holding a cell phone in their hand
166,VERDADE,a woman and a man standing next to each other . a woman and a man are standing together . a woman and a man are standing together
167,FALSO,a couple of signs that are on a pole . a couple of signs that are on a wall . a couple of signs that are on a pole
168,FALSO,a man and a woman standing next to each other . a bride and groom are cutting their wedding cake . a bride and groom are cutting a wedding cake .
169,FALSO,a collage of photos of a person holding a tennis racket a collage of photos of a person holding a frisbee a collage of photos of a person holding a frisbee .
170,FALSO,a man standing next to a red truck . a man standing in front of a fire truck . a man standing in front of a fire truck
171,FALSO,a man standing in front of a luggage cart . a man standing next to a luggage cart with luggage . a man standing in front of an open luggage bag .
172,VERDADE,a large wooden bed sitting in the middle of a room . a large wooden bed sitting in a room . a large wooden bed sitting in a room next to a window .
173,VERDADE,a banana sitting on top of a wooden table . a banana that is sitting next to a banana . a banana that is sitting next to a banana
174,FALSO,a black and white photo of a man holding a sign . a black and white photo of a man holding a baseball bat . a black and white photo of a man holding a sign
175,VERDADE,a bunch of books are stacked on top of each other a bunch of books that are stacked on top of each other . a bunch of books that are stacked on a shelf .
176,VERDADE,a red stop sign sitting on the side of a road . a stop sign with a sticker on it a stop sign with a sticker on it .
177,VERDADE,a man sitting in front of a laptop computer . a man sitting in front of a computer monitor . a man sitting at a desk with a laptop .
178,FALSO,a black and white photo of a clock tower . a black and white photo of a clock tower a black and white photo of a plane flying in the sky
179,FALSO,a man and a woman sitting on a couch eating food . a man and woman sitting on a couch with a cake . a man and a woman sitting on a couch with a cake .
180,VERDADE,a close up of a person holding a doughnut a close up of a person holding a banana a close up of a person holding a hot dog
181,VERDADE,a group of people standing on top of a sandy beach . a group of people flying kites in the sky . a group of people standing on top of a beach .
182,VERDADE,a woman holding a dog in her arms . a woman holding a dog in her arms a woman is holding a dog in her arms
183,VERDADE,a street sign on the side of a road . a street sign on a pole on a city street a street sign on the side of the road .
184,VERDADE,a bunch of green bananas hanging from a tree . a bunch of green bananas hanging from a tree a bunch of bananas growing on a tree .
185,VERDADE,a room filled with lots of wooden furniture . a room filled with lots of wooden benches . a room filled with lots of wooden furniture and windows .
187,VERDADE,a view of a plane flying through the sky . a view of a plane in the sky . a view of a plane flying through the air .
188,FALSO,a large group of people standing around a table a group of people standing around a table filled with cakes . a group of people standing around a table with a cake .
189,VERDADE,a man and a little boy sitting in a room . a man and a little boy sitting in a chair . a man and a little boy sitting in a chair
190,FALSO,"a desk with a monitor , keyboard and mouse . a desk with a monitor , keyboard , mouse and speakers . a desk with a monitor , keyboard and mouse"
191,FALSO,a man and a woman posing for a picture . a man and a woman standing next to each other . a man and woman pose for a picture .
192,FALSO,a group of people standing next to each other . a group of people standing in front of a sign . a group of people standing in front of a sign
193,VERDADE,a man sitting on a bench in the grass . a man sitting on a bench in the park . a man sitting on top of a bench in a park .
194,VERDADE,a couple of people sitting on a bench . two people sitting on a bench near the water . two people sitting on a bench near the water
195,FALSO,a close up of a toilet in a bathroom a close up of a toilet in a bath room a close up of a toilet in a bathroom .
196,VERDADE,a person holding a surf board in a body of water a person holding a surf board in the water a person holding a surf board on a beach
197,VERDADE,a white and black vase with some flowers in it a white and black vase with some flowers in it . a white and black vase with some flowers on it
198,FALSO,a woman sitting on top of a red couch . a woman sitting on top of a red chair . a woman sitting on top of a red and black suitcase .
199,FALSO,a group of people standing in front of a table . a group of people standing around a table with a cake . a group of people standing around a table with a cake on it .
200,VERDADE,a table topped with a laptop computer and a keyboard . a table topped with a laptop computer and a computer monitor . a table topped with a laptop computer and a computer keyboard .
201,VERDADE,a polar bear in the snow on a sunny day . a polar bear standing in the snow near a tree . a polar bear in the snow on a snowy day .
202,FALSO,a clock that is on top of a table . a clock that is on top of a wall . a clock that is on top of a table
203,VERDADE,a pile of books sitting on top of a table . a bunch of items that are on a table . a bunch of items that are sitting on a table .
204,VERDADE,a luggage cart filled with lots of luggage . a luggage cart with luggage on top of it . a luggage cart with luggage on top of it
205,FALSO,a man is standing in front of a mirror a man is standing in front of a television . a man is standing in front of a mirror .
206,FALSO,a pair of scissors sitting on top of a table . a close up of a pair of scissors a pair of scissors sitting on top of a piece of paper .
207,FALSO,a man in a suit and tie sitting in a chair . a man in a suit and tie standing in a room . a man in a suit and tie sitting at a table .
208,VERDADE,a man holding a cell phone up to his ear . a man holding a cell phone in his hand . a man is holding a cell phone in his hand .
209,FALSO,a cake shaped like a teddy bear on a table . a cake shaped like a teddy bear on a table a cake shaped like a teddy bear on a chair .
210,VERDADE,a close up of a person holding a pair of scissors a close up of a person holding a cell phone a person holding a pair of scissors in their hands .
211,VERDADE,a group of people standing around a table with a cake . a group of people sitting around a table with a cake . a group of people standing around a table with a cake on it .
212,VERDADE,a red stop sign sitting on the side of a road . a red stop sign sitting next to a street sign . a red stop sign sitting on top of a metal pole .
213,FALSO,a giraffe standing in the middle of a field . a giraffe standing next to a tree in a field . a giraffe standing next to a tree in a forest .
214,FALSO,a sign that is on the side of a building . a sign that is on the side of a wall . a sign that is on the side of a street .
215,VERDADE,a fire hydrant in the middle of a forest . a fire hydrant in the middle of a field . a fire hydrant in the middle of a grassy area .
216,VERDADE,a brown bear walking across a lush green field . a brown bear walking through a lush green forest . a brown bear walking across a lush green forest .
217,VERDADE,a man with a backpack is walking down the street . a man with a backpack is walking down the street a man with a backpack is walking down a street .
218,VERDADE,a group of people standing around a train . a group of people standing next to a train . a group of people standing in front of a train .
219,FALSO,a large brown bear standing next to a tree . a brown bear standing on top of a log in a forest . a brown bear standing on top of a rock in a forest .
220,FALSO,a couple of birds that are in the water . a group of people swimming in a pool of water . a couple of birds that are in the water
221,FALSO,a man riding a skateboard down a ramp . a young man riding a skateboard down a ramp . a man riding a skateboard on top of a wooden ramp .
222,VERDADE,a group of men standing next to each other . a man and a woman standing next to each other . a group of men standing next to each other holding a frisbee .
223,VERDADE,a plane flying in the sky with a sky background an airplane flying in the sky with a blue sky in the background . an airplane flying in the sky with a blue sky .
224,VERDADE,a car driving down a road next to a stop sign . a car driving down a road next to a traffic light . a car driving down a road with a stop sign .
225,VERDADE,a close up of a stop sign with a sky background a close up of a vandalized stop sign a close up of a vandalized stop sign with a sky background
226,VERDADE,a blue and white fire hydrant sitting in the grass . a blue and white fire hydrant in a field . a blue and white fire hydrant sitting in a field .
227,VERDADE,a couple of women standing next to each other . a woman and a man standing next to each other . a couple of women standing next to each other holding a knife .
228,FALSO,a close up of a vandalized stop sign a close up of a stop sign with a sky background a close up of a stop sign with a sticker on it
229,FALSO,a pair of scissors sitting on top of a table . a pair of scissors sitting on a table . a pair of scissors sitting on top of a wooden table .
230,FALSO,a man is holding a dog in the water . a man is holding a dog in the water a man in a boat with a dog
231,FALSO,a man and a woman sitting on a couch . a man and a woman sitting on a bench . a man and a woman sitting on a couch with a dog .
232,VERDADE,a crowd of people standing around a park . a crowd of people standing around a large crowd . a crowd of people standing around a large crowd of people .
233,FALSO,a man holding a nintendo wii game controller . a man holding a nintendo wii game controller in a living room . a man standing in front of a tv holding a wii controller .
235,VERDADE,a group of people standing next to a fire truck . a group of people standing next to a truck . a group of people standing next to a red truck .
236,VERDADE,a man is holding a baseball bat in his hand . a man in a baseball cap holding a baseball bat . a man is holding a baseball bat in his hands .
237,VERDADE,a black and white photo of a man holding a frisbee . a black and white photo of a man with a frisbee . a black and white image of a man holding a frisbee .
238,VERDADE,a herd of cattle standing on top of a dirt field . a herd of cattle standing on top of a sandy beach . a herd of cattle standing on top of a grass covered field .
239,VERDADE,a laptop computer sitting on top of a desk . an open laptop computer sitting on top of a desk . a laptop computer sitting on top of a wooden desk .
240,VERDADE,a pile of luggage sitting on top of a wooden floor . a shopping cart filled with lots of different types of luggage . a pile of luggage sitting on top of a wooden table .
241,FALSO,a woman is holding a cell phone to her ear . a woman is holding a cell phone in her hand . a woman is holding a cell phone up to her ear .
242,FALSO,a man holding a cell phone up to his ear . a man holding a cell phone in his hand . a man holding a cell phone up to his ear
243,FALSO,a man in a suit and tie is smiling . a man in a suit and tie is smiling a man in a suit and tie holding a camera .
244,VERDADE,a man in a suit and bow tie standing in a room . a man in a suit and bow tie standing in front of a christmas tree . a man in a suit and bow tie standing in front of a microphone .
245,FALSO,a group of men playing a game of basketball . a group of men playing a game of frisbee . a group of young men playing a game of frisbee .
246,VERDADE,a wooden bench sitting in front of a building . a wooden bench sitting in front of a brick building . a wooden bench in front of a brick building .
247,VERDADE,a group of people sitting at a table with laptops . a group of people sitting around a table with laptops . a group of people sitting around a wooden table .
249,VERDADE,a close up of a stop sign with a sky background a close up of a street sign with a sky background a close up of a stop sign with a sticker on it
250,VERDADE,a close up of a person holding a pair of scissors a close up of a person holding a surf board a close up of a person holding a pair of scissors in their hands
251,FALSO,a group of people walking down a street . a group of people walking down a sidewalk . a group of people walking down a street with umbrellas .
253,FALSO,a group of people standing next to each other . a group of people standing next to each other on a street . a group of people standing next to each other on a stage .
254,FALSO,a man standing on top of a grass covered field . a man standing in a field with a dog . a man standing in a field holding a frisbee .
255,VERDADE,a group of people walking down a street . a group of people walking down a street next to tall buildings . a group of people walking down a street next to a tall building .
256,FALSO,a close up of a pair of scissors a close up of a pair of scissors on a table a pair of scissors and a pair of scissors .
257,FALSO,a group of cars are driving down the street . a group of cars are driving down the road . a group of cars are driving down the street
258,FALSO,a group of people standing in a room . a man standing next to a woman in a kitchen . a man standing next to a woman in a room .
259,VERDADE,a man standing in a room holding a nintendo wii controller . a man standing in a room holding a wii remote . a man standing in a room holding a nintendo wii game controller .
260,FALSO,a young boy holding a toothbrush in his mouth . a young boy is holding a toothbrush in his mouth . a young boy holding a toothbrush in his mouth
261,VERDADE,a pair of scissors sitting on top of a wooden table . a pair of scissors sitting on top of a table . a pair of scissors sitting on a table .
262,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie is smiling a man in a suit and tie standing in a room .
263,FALSO,a group of people standing in a room . a group of people standing in front of a tv . a group of people standing in front of a large screen .
264,FALSO,a man and a woman standing in a room . a man and a woman standing in a living room . a man and a woman standing in a room
265,FALSO,a sign that has a clock on it . a sign that has a clock on top of it . a sign that has a clock on it
266,FALSO,a black dog laying on top of a wooden bench . a black dog laying on the ground with a frisbee . a black dog laying on the ground next to a frisbee .
267,VERDADE,a motorcycle is parked on the side of the road . a motorcycle is parked on the side of a road . a car with a surfboard strapped to it
268,VERDADE,a couple of women standing next to each other . a couple of women standing next to each other in a room . a couple of women standing next to each other in front of a wall .
269,FALSO,a man and a woman sitting on a couch with a dog . a man and a woman are sitting on a couch . a man and a woman are sitting on a couch
270,FALSO,two men standing next to each other in a room . two men standing next to each other in front of a wall . two men standing next to each other in front of a mirror .
271,FALSO,a teddy bear sitting on top of a book . a teddy bear sitting on top of a table . a teddy bear sitting on top of a book shelf .
272,FALSO,a man holding a nintendo wii game controller . a man is holding a video game controller a man is holding a video game controller .
